Date,Category,Amount,Description
2023-05-18,Travel,2917.58,Travel Expense
2023-05-18,Travel,2297.76,Travel Expense
2023-05-19,Utilities,153.45,Utilities Expense
2023-05-19,Electronics,1173.22,Electronics Expense
2023-05-19,Electronics,1392.62,Electronics Expense
2023-05-19,Dining,146.54,Dining Expense
2023-05-20,Entertainment,102.07,Entertainment Expense
2023-05-20,Electronics,552.03,Electronics Expense
2023-05-21,Sports,126.25,Sports Expense
2023-05-22,Food,36.32,Food Expense
2023-05-23,Clothing,110.91,Clothing Expense
2023-05-23,Coffee,3.12,Coffee Expense
2023-05-23,Transportation,45.87,Transportation Expense
2023-05-23,Housing,1954.39,Housing Expense
2023-05-23,Travel,4936.26,Travel Expense
2023-05-24,Entertainment,195.58,Entertainment Expense
2023-05-24,Dining,95.68,Dining Expense
2023-05-24,Fitness,133.21,Fitness Expense
2023-05-25,Fitness,44.21,Fitness Expense
2023-05-25,Housing,1371.48,Housing Expense
2023-05-25,Utilities,277.09,Utilities Expense
2023-05-25,Entertainment,262.44,Entertainment Expense
2023-05-26,Electronics,154.21,Electronics Expense
2023-05-27,Grocery,141.48,Grocery Expense
2023-05-28,Coffee,14.11,Coffee Expense
2023-05-28,Gifts,136.22,Gifts Expense
2023-05-29,Transportation,73.94,Transportation Expense
2023-05-29,Pets,15.02,Pets Expense
2023-05-29,Housing,2105.9,Housing Expense
2023-05-29,Books,17.31,Books Expense
2023-05-30,Sports,177.35,Sports Expense
2023-05-30,Grocery,122.98,Grocery Expense
2023-05-30,Fitness,140.59,Fitness Expense
2023-05-31,Housing,1709.2,Housing Expense
2023-06-01,Food,39.25,Food Expense
2023-06-03,Shopping,489.39,Shopping Expense
2023-06-03,Transportation,9.55,Transportation Expense
2023-06-04,Coffee,10.95,Coffee Expense
2023-06-05,Clothing,86.26,Clothing Expense
2023-06-05,Coffee,9.89,Coffee Expense
2023-06-05,Pets,33.05,Pets Expense
2023-06-05,Clothing,248.09,Clothing Expense
2023-06-06,Utilities,234.71,Utilities Expense
2023-06-06,Fitness,147.92,Fitness Expense
2023-06-07,Healthcare,51.3,Healthcare Expense
2023-06-08,Healthcare,66.33,Healthcare Expense
2023-06-08,Healthcare,172.48,Healthcare Expense
2023-06-10,Entertainment,201.83,Entertainment Expense
2023-06-10,Grocery,148.7,Grocery Expense
2023-06-11,Education,893.16,Education Expense
2023-06-11,Grocery,93.98,Grocery Expense
2023-06-11,Shopping,481.5,Shopping Expense
2023-06-12,Healthcare,107.35,Healthcare Expense
2023-06-13,Dining,100.67,Dining Expense
2023-06-14,Shopping,421.82,Shopping Expense
2023-06-15,Housing,2735.14,Housing Expense
2023-06-16,Travel,1668.28,Travel Expense
2023-06-17,Transportation,39.78,Transportation Expense
2023-06-19,Pets,32.53,Pets Expense
2023-06-19,Fitness,130.08,Fitness Expense
2023-06-19,Housing,2560.05,Housing Expense
2023-06-20,Dining,146.1,Dining Expense
2023-06-21,Beauty,47.8,Beauty Expense
2023-06-21,Grocery,196.4,Grocery Expense
2023-06-21,Coffee,4.72,Coffee Expense
2023-06-21,Sports,128.76,Sports Expense
2023-06-22,Beauty,52.55,Beauty Expense
2023-06-22,Grocery,122.08,Grocery Expense
2023-06-23,Education,760.28,Education Expense
2023-06-23,Transportation,86.02,Transportation Expense
2023-06-24,Housing,2469.53,Housing Expense
2023-06-24,Books,40.64,Books Expense
2023-06-25,Shopping,236.56,Shopping Expense
2023-06-25,Clothing,295.32,Clothing Expense
2023-06-25,Transportation,86.21,Transportation Expense
2023-06-25,Shopping,231.11,Shopping Expense
2023-06-25,Grocery,35.91,Grocery Expense
2023-06-25,Fitness,108.3,Fitness Expense
2023-06-26,Dining,21.1,Dining Expense
2023-06-26,Grocery,191.1,Grocery Expense
2023-06-26,Pets,86.43,Pets Expense
2023-06-26,Coffee,8.56,Coffee Expense
2023-06-30,Food,132.93,Food Expense
2023-06-30,Coffee,7.66,Coffee Expense
2023-07-02,Clothing,69.97,Clothing Expense
2023-07-02,Coffee,4.61,Coffee Expense
2023-07-02,Electronics,528.94,Electronics Expense
2023-07-02,Grocery,87.91,Grocery Expense
2023-07-03,Dining,134.46,Dining Expense
2023-07-04,Healthcare,140.26,Healthcare Expense
2023-07-06,Shopping,207.72,Shopping Expense
2023-07-07,Travel,4337.0,Travel Expense
2023-07-07,Clothing,94.16,Clothing Expense
2023-07-07,Fitness,140.12,Fitness Expense
2023-07-07,Transportation,35.78,Transportation Expense
2023-07-08,Books,27.89,Books Expense
2023-07-09,Fitness,33.59,Fitness Expense
2023-07-09,Books,20.47,Books Expense
2023-07-09,Books,47.39,Books Expense
2023-07-10,Gifts,27.55,Gifts Expense
2023-07-10,Fitness,103.21,Fitness Expense
2023-07-11,Grocery,90.98,Grocery Expense
2023-07-12,Transportation,35.17,Transportation Expense
2023-07-12,Pets,34.8,Pets Expense
2023-07-14,Food,114.78,Food Expense
2023-07-14,Sports,137.14,Sports Expense
2023-07-14,Pets,65.9,Pets Expense
2023-07-15,Grocery,158.49,Grocery Expense
2023-07-17,Education,356.08,Education Expense
2023-07-18,Electronics,171.89,Electronics Expense
2023-07-18,Travel,2466.92,Travel Expense
2023-07-19,Beauty,32.46,Beauty Expense
2023-07-19,Travel,4071.28,Travel Expense
2023-07-19,Transportation,91.7,Transportation Expense
2023-07-19,Grocery,140.34,Grocery Expense
2023-07-19,Fitness,119.51,Fitness Expense
2023-07-19,Coffee,3.16,Coffee Expense
2023-07-20,Utilities,115.74,Utilities Expense
2023-07-20,Fitness,84.87,Fitness Expense
2023-07-21,Electronics,1857.69,Electronics Expense
2023-07-21,Dining,100.26,Dining Expense
2023-07-21,Beauty,34.3,Beauty Expense
2023-07-22,Sports,57.08,Sports Expense
2023-07-22,Education,513.66,Education Expense
2023-07-23,Entertainment,26.09,Entertainment Expense
2023-07-23,Electronics,838.03,Electronics Expense
2023-07-23,Travel,380.81,Travel Expense
2023-07-24,Healthcare,325.28,Healthcare Expense
2023-07-24,Sports,181.08,Sports Expense
2023-07-25,Healthcare,65.66,Healthcare Expense
2023-07-25,Entertainment,272.54,Entertainment Expense
2023-07-26,Entertainment,272.15,Entertainment Expense
2023-07-27,Coffee,14.76,Coffee Expense
2023-07-29,Healthcare,468.52,Healthcare Expense
2023-07-30,Transportation,77.03,Transportation Expense
2023-07-31,Pets,47.24,Pets Expense
2023-08-01,Dining,126.58,Dining Expense
2023-08-01,Books,41.89,Books Expense
2023-08-02,Travel,2456.02,Travel Expense
2023-08-03,Food,63.35,Food Expense
2023-08-03,Travel,1693.3,Travel Expense
2023-08-04,Education,502.11,Education Expense
2023-08-04,Grocery,178.32,Grocery Expense
2023-08-04,Pets,21.14,Pets Expense
2023-08-05,Grocery,168.78,Grocery Expense
2023-08-05,Transportation,35.84,Transportation Expense
2023-08-06,Pets,20.19,Pets Expense
2023-08-06,Healthcare,355.69,Healthcare Expense
2023-08-07,Pets,39.66,Pets Expense
2023-08-08,Food,25.45,Food Expense
2023-08-09,Coffee,7.32,Coffee Expense
2023-08-11,Coffee,8.54,Coffee Expense
2023-08-12,Grocery,190.76,Grocery Expense
2023-08-12,Entertainment,298.9,Entertainment Expense
2023-08-13,Healthcare,248.52,Healthcare Expense
2023-08-14,Coffee,12.71,Coffee Expense
2023-08-17,Food,74.36,Food Expense
2023-08-18,Utilities,54.75,Utilities Expense
2023-08-19,Grocery,54.03,Grocery Expense
2023-08-19,Grocery,140.39,Grocery Expense
2023-08-21,Utilities,90.13,Utilities Expense
2023-08-22,Pets,37.21,Pets Expense
2023-08-22,Coffee,13.07,Coffee Expense
2023-08-22,Dining,58.4,Dining Expense
2023-08-22,Gifts,84.36,Gifts Expense
2023-08-23,Fitness,112.53,Fitness Expense
2023-08-23,Pets,68.25,Pets Expense
2023-08-25,Transportation,67.48,Transportation Expense
2023-08-26,Healthcare,306.12,Healthcare Expense
2023-08-26,Pets,62.11,Pets Expense
2023-08-27,Books,38.38,Books Expense
2023-08-27,Pets,61.87,Pets Expense
2023-08-27,Coffee,4.16,Coffee Expense
2023-08-27,Pets,85.51,Pets Expense
2023-08-28,Entertainment,223.63,Entertainment Expense
2023-08-29,Grocery,41.93,Grocery Expense
2023-08-29,Education,524.86,Education Expense
2023-08-29,Electronics,1432.38,Electronics Expense
2023-08-30,Shopping,172.0,Shopping Expense
2023-08-31,Electronics,887.73,Electronics Expense
2023-08-31,Coffee,12.41,Coffee Expense
2023-08-31,Dining,134.63,Dining Expense
2023-08-31,Travel,2204.39,Travel Expense
2023-09-01,Healthcare,137.71,Healthcare Expense
2023-09-01,Sports,187.3,Sports Expense
2023-09-01,Dining,105.56,Dining Expense
2023-09-02,Books,32.84,Books Expense
2023-09-04,Shopping,101.99,Shopping Expense
2023-09-05,Travel,3798.3,Travel Expense
2023-09-05,Beauty,159.91,Beauty Expense
2023-09-05,Clothing,213.34,Clothing Expense
2023-09-07,Entertainment,292.57,Entertainment Expense
2023-09-07,Clothing,91.09,Clothing Expense
2023-09-08,Entertainment,31.74,Entertainment Expense
2023-09-09,Books,30.42,Books Expense
2023-09-09,Pets,73.07,Pets Expense
2023-09-09,Entertainment,46.99,Entertainment Expense
2023-09-10,Healthcare,464.04,Healthcare Expense
2023-09-10,Utilities,211.24,Utilities Expense
2023-09-10,Dining,173.65,Dining Expense
2023-09-10,Food,60.67,Food Expense
2023-09-11,Transportation,8.3,Transportation Expense
2023-09-12,Entertainment,46.45,Entertainment Expense
2023-09-13,Pets,32.28,Pets Expense
2023-09-13,Entertainment,82.44,Entertainment Expense
2023-09-13,Shopping,48.17,Shopping Expense
2023-09-14,Gifts,131.25,Gifts Expense
2023-09-14,Clothing,62.7,Clothing Expense
2023-09-14,Education,826.14,Education Expense
2023-09-15,Gifts,197.82,Gifts Expense
2023-09-16,Grocery,142.99,Grocery Expense
2023-09-16,Transportation,18.87,Transportation Expense
2023-09-16,Housing,1768.13,Housing Expense
2023-09-16,Utilities,92.36,Utilities Expense
2023-09-17,Shopping,465.3,Shopping Expense
2023-09-18,Coffee,5.69,Coffee Expense
2023-09-18,Coffee,3.42,Coffee Expense
2023-09-18,Food,122.68,Food Expense
2023-09-20,Pets,95.09,Pets Expense
2023-09-20,Sports,110.76,Sports Expense
2023-09-22,Shopping,424.39,Shopping Expense
2023-09-22,Beauty,63.14,Beauty Expense
2023-09-22,Books,44.51,Books Expense
2023-09-23,Housing,1318.61,Housing Expense
2023-09-23,Education,57.43,Education Expense
2023-09-23,Utilities,68.93,Utilities Expense
2023-09-24,Beauty,125.36,Beauty Expense
2023-09-24,Sports,143.45,Sports Expense
2023-09-24,Entertainment,204.18,Entertainment Expense
2023-09-25,Coffee,11.19,Coffee Expense
2023-09-25,Transportation,45.17,Transportation Expense
2023-09-25,Grocery,84.05,Grocery Expense
2023-09-26,Clothing,44.81,Clothing Expense
2023-09-26,Transportation,21.97,Transportation Expense
2023-09-27,Education,84.88,Education Expense
2023-09-28,Utilities,147.36,Utilities Expense
2023-09-29,Gifts,57.47,Gifts Expense
2023-09-29,Food,139.9,Food Expense
2023-09-30,Sports,110.98,Sports Expense
2023-10-01,Fitness,88.37,Fitness Expense
2023-10-02,Clothing,176.65,Clothing Expense
2023-10-02,Travel,246.3,Travel Expense
2023-10-03,Gifts,116.39,Gifts Expense
2023-10-03,Shopping,335.58,Shopping Expense
2023-10-04,Entertainment,166.46,Entertainment Expense
2023-10-04,Sports,167.37,Sports Expense
2023-10-05,Education,999.7,Education Expense
2023-10-06,Education,465.98,Education Expense
2023-10-07,Coffee,6.51,Coffee Expense
2023-10-07,Sports,98.95,Sports Expense
2023-10-08,Housing,2519.27,Housing Expense
2023-10-09,Dining,62.51,Dining Expense
2023-10-10,Fitness,101.33,Fitness Expense
2023-10-10,Electronics,1745.76,Electronics Expense
2023-10-11,Shopping,296.28,Shopping Expense
2023-10-11,Travel,4355.83,Travel Expense
2023-10-12,Fitness,91.4,Fitness Expense
2023-10-12,Gifts,55.78,Gifts Expense
2023-10-13,Sports,142.43,Sports Expense
2023-10-13,Clothing,200.87,Clothing Expense
2023-10-14,Coffee,8.27,Coffee Expense
2023-10-14,Grocery,52.39,Grocery Expense
2023-10-14,Utilities,120.8,Utilities Expense
2023-10-17,Gifts,70.79,Gifts Expense
2023-10-17,Entertainment,286.25,Entertainment Expense
2023-10-18,Electronics,886.13,Electronics Expense
2023-10-19,Beauty,181.82,Beauty Expense
2023-10-20,Transportation,56.79,Transportation Expense
2023-10-21,Dining,38.3,Dining Expense
2023-10-22,Healthcare,108.8,Healthcare Expense
2023-10-23,Beauty,136.01,Beauty Expense
2023-10-24,Coffee,6.77,Coffee Expense
2023-10-24,Coffee,9.28,Coffee Expense
2023-10-24,Electronics,1101.28,Electronics Expense
2023-10-28,Clothing,245.36,Clothing Expense
2023-10-29,Healthcare,177.75,Healthcare Expense
2023-10-30,Sports,128.57,Sports Expense
2023-10-30,Utilities,222.93,Utilities Expense
2023-10-31,Grocery,130.79,Grocery Expense
2023-10-31,Gifts,107.86,Gifts Expense
2023-10-31,Entertainment,128.69,Entertainment Expense
2023-11-01,Coffee,13.54,Coffee Expense
2023-11-02,Fitness,34.92,Fitness Expense
2023-11-02,Healthcare,451.82,Healthcare Expense
2023-11-02,Fitness,96.47,Fitness Expense
2023-11-02,Beauty,96.97,Beauty Expense
2023-11-02,Fitness,36.94,Fitness Expense
2023-11-02,Food,113.22,Food Expense
2023-11-03,Pets,32.87,Pets Expense
2023-11-04,Travel,1564.85,Travel Expense
2023-11-05,Books,23.29,Books Expense
2023-11-07,Fitness,41.2,Fitness Expense
2023-11-07,Fitness,34.86,Fitness Expense
2023-11-08,Travel,922.13,Travel Expense
2023-11-09,Transportation,54.41,Transportation Expense
2023-11-10,Travel,1424.73,Travel Expense
2023-11-12,Food,72.69,Food Expense
2023-11-14,Grocery,198.01,Grocery Expense
2023-11-14,Travel,2061.36,Travel Expense
2023-11-15,Travel,1685.52,Travel Expense
2023-11-15,Education,572.74,Education Expense
2023-11-16,Entertainment,278.04,Entertainment Expense
2023-11-16,Healthcare,323.99,Healthcare Expense
2023-11-17,Healthcare,68.02,Healthcare Expense
2023-11-18,Gifts,58.62,Gifts Expense
2023-11-18,Shopping,247.03,Shopping Expense
2023-11-18,Gifts,183.35,Gifts Expense
2023-11-19,Food,73.53,Food Expense
2023-11-19,Dining,114.53,Dining Expense
2023-11-20,Gifts,47.76,Gifts Expense
2023-11-20,Housing,2080.26,Housing Expense
2023-11-20,Housing,2217.55,Housing Expense
2023-11-21,Clothing,116.83,Clothing Expense
2023-11-21,Grocery,157.07,Grocery Expense
2023-11-22,Travel,2834.82,Travel Expense
2023-11-22,Food,103.73,Food Expense
2023-11-22,Entertainment,47.03,Entertainment Expense
2023-11-24,Sports,152.57,Sports Expense
2023-11-24,Sports,173.3,Sports Expense
2023-11-25,Education,325.26,Education Expense
2023-11-26,Shopping,265.43,Shopping Expense
2023-11-26,Clothing,228.56,Clothing Expense
2023-11-27,Electronics,433.38,Electronics Expense
2023-11-27,Sports,37.12,Sports Expense
2023-11-28,Transportation,76.45,Transportation Expense
2023-11-28,Healthcare,371.26,Healthcare Expense
2023-11-28,Travel,2308.9,Travel Expense
2023-11-30,Clothing,97.63,Clothing Expense
2023-12-02,Sports,137.58,Sports Expense
2023-12-02,Transportation,15.8,Transportation Expense
2023-12-02,Fitness,45.47,Fitness Expense
2023-12-03,Food,103.12,Food Expense
2023-12-03,Utilities,135.56,Utilities Expense
2023-12-04,Shopping,271.34,Shopping Expense
2023-12-04,Pets,88.38,Pets Expense
2023-12-05,Electronics,1203.91,Electronics Expense
2023-12-06,Education,680.23,Education Expense
2023-12-06,Utilities,233.16,Utilities Expense
2023-12-06,Books,10.44,Books Expense
2023-12-07,Beauty,82.36,Beauty Expense
2023-12-07,Food,46.66,Food Expense
2023-12-07,Pets,62.28,Pets Expense
2023-12-08,Transportation,78.4,Transportation Expense
2023-12-08,Healthcare,76.9,Healthcare Expense
2023-12-08,Grocery,160.74,Grocery Expense
2023-12-08,Utilities,250.23,Utilities Expense
2023-12-09,Dining,84.51,Dining Expense
2023-12-10,Fitness,72.62,Fitness Expense
2023-12-10,Transportation,87.22,Transportation Expense
2023-12-11,Grocery,69.07,Grocery Expense
2023-12-11,Electronics,1375.4,Electronics Expense
2023-12-11,Sports,188.5,Sports Expense
2023-12-11,Travel,4899.64,Travel Expense
2023-12-12,Electronics,1376.46,Electronics Expense
2023-12-12,Beauty,151.04,Beauty Expense
2023-12-12,Housing,2384.41,Housing Expense
2023-12-12,Grocery,175.75,Grocery Expense
2023-12-13,Beauty,140.56,Beauty Expense
2023-12-13,Dining,120.23,Dining Expense
2023-12-13,Fitness,142.05,Fitness Expense
2023-12-13,Shopping,372.01,Shopping Expense
2023-12-14,Fitness,54.56,Fitness Expense
2023-12-15,Transportation,75.4,Transportation Expense
2023-12-15,Dining,81.04,Dining Expense
2023-12-15,Dining,197.01,Dining Expense
2023-12-16,Shopping,339.18,Shopping Expense
2023-12-16,Fitness,62.81,Fitness Expense
2023-12-17,Beauty,126.29,Beauty Expense
2023-12-17,Education,868.91,Education Expense
2023-12-19,Transportation,78.63,Transportation Expense
2023-12-19,Food,24.15,Food Expense
2023-12-20,Healthcare,291.03,Healthcare Expense
2023-12-20,Education,760.45,Education Expense
2023-12-21,Utilities,299.21,Utilities Expense
2023-12-21,Pets,95.22,Pets Expense
2023-12-21,Dining,129.79,Dining Expense
2023-12-22,Housing,2143.27,Housing Expense
2023-12-22,Dining,70.71,Dining Expense
2023-12-23,Pets,74.89,Pets Expense
2023-12-23,Clothing,44.7,Clothing Expense
2023-12-23,Dining,73.17,Dining Expense
2023-12-24,Travel,617.27,Travel Expense
2023-12-24,Fitness,100.27,Fitness Expense
2023-12-25,Fitness,57.32,Fitness Expense
2023-12-25,Education,362.07,Education Expense
2023-12-26,Fitness,126.21,Fitness Expense
2023-12-26,Shopping,285.98,Shopping Expense
2023-12-27,Housing,1511.11,Housing Expense
2023-12-27,Education,900.14,Education Expense
2023-12-29,Travel,1477.43,Travel Expense
2023-12-29,Pets,65.61,Pets Expense
2023-12-30,Books,33.18,Books Expense
2023-12-31,Utilities,296.69,Utilities Expense
2023-12-31,Sports,53.9,Sports Expense
2024-01-02,Transportation,29.76,Transportation Expense
2024-01-02,Shopping,373.04,Shopping Expense
2024-01-02,Education,892.92,Education Expense
2024-01-02,Electronics,709.13,Electronics Expense
2024-01-02,Healthcare,371.41,Healthcare Expense
2024-01-04,Coffee,6.75,Coffee Expense
2024-01-04,Electronics,1874.02,Electronics Expense
2024-01-05,Healthcare,180.26,Healthcare Expense
2024-01-05,Pets,10.16,Pets Expense
2024-01-06,Dining,153.18,Dining Expense
2024-01-06,Entertainment,126.02,Entertainment Expense
2024-01-07,Fitness,104.43,Fitness Expense
2024-01-07,Sports,116.36,Sports Expense
2024-01-08,Electronics,1049.86,Electronics Expense
2024-01-09,Electronics,209.18,Electronics Expense
2024-01-11,Pets,79.48,Pets Expense
2024-01-11,Housing,1074.52,Housing Expense
2024-01-11,Healthcare,48.36,Healthcare Expense
2024-01-11,Gifts,46.53,Gifts Expense
2024-01-12,Fitness,40.16,Fitness Expense
2024-01-12,Housing,988.8,Housing Expense
2024-01-13,Gifts,95.97,Gifts Expense
2024-01-14,Books,49.05,Books Expense
2024-01-14,Housing,1574.03,Housing Expense
2024-01-14,Education,212.53,Education Expense
2024-01-14,Utilities,158.0,Utilities Expense
2024-01-14,Electronics,1083.73,Electronics Expense
2024-01-15,Entertainment,251.27,Entertainment Expense
2024-01-15,Books,28.47,Books Expense
2024-01-15,Electronics,1258.48,Electronics Expense
2024-01-15,Clothing,90.0,Clothing Expense
2024-01-16,Gifts,168.85,Gifts Expense
2024-01-18,Grocery,32.33,Grocery Expense
2024-01-18,Transportation,30.61,Transportation Expense
2024-01-18,Electronics,1123.59,Electronics Expense
2024-01-19,Pets,86.47,Pets Expense
2024-01-20,Shopping,358.87,Shopping Expense
2024-01-21,Electronics,573.8,Electronics Expense
2024-01-22,Utilities,154.7,Utilities Expense
2024-01-22,Clothing,164.02,Clothing Expense
2024-01-22,Healthcare,100.29,Healthcare Expense
2024-01-24,Gifts,75.56,Gifts Expense
2024-01-27,Utilities,201.42,Utilities Expense
2024-01-29,Sports,60.69,Sports Expense
2024-01-30,Education,547.94,Education Expense
2024-01-30,Food,134.18,Food Expense
2024-01-30,Shopping,383.53,Shopping Expense
2024-01-30,Electronics,455.31,Electronics Expense
2024-01-31,Fitness,35.93,Fitness Expense
2024-01-31,Electronics,1396.58,Electronics Expense
2024-01-31,Gifts,57.97,Gifts Expense
2024-02-03,Sports,144.07,Sports Expense
2024-02-03,Electronics,1245.82,Electronics Expense
2024-02-04,Transportation,27.12,Transportation Expense
2024-02-04,Utilities,157.46,Utilities Expense
2024-02-04,Travel,3996.23,Travel Expense
2024-02-05,Utilities,281.58,Utilities Expense
2024-02-05,Transportation,58.59,Transportation Expense
2024-02-05,Housing,1298.73,Housing Expense
2024-02-06,Utilities,121.06,Utilities Expense
2024-02-07,Healthcare,398.51,Healthcare Expense
2024-02-07,Pets,30.67,Pets Expense
2024-02-07,Sports,79.98,Sports Expense
2024-02-08,Gifts,47.92,Gifts Expense
2024-02-10,Utilities,134.78,Utilities Expense
2024-02-11,Housing,2791.57,Housing Expense
2024-02-12,Electronics,1090.03,Electronics Expense
2024-02-12,Utilities,231.94,Utilities Expense
2024-02-13,Books,41.02,Books Expense
2024-02-14,Education,194.95,Education Expense
2024-02-16,Gifts,90.48,Gifts Expense
2024-02-16,Housing,2050.26,Housing Expense
2024-02-16,Education,304.25,Education Expense
2024-02-18,Clothing,108.87,Clothing Expense
2024-02-18,Food,136.76,Food Expense
2024-02-18,Housing,2859.3,Housing Expense
2024-02-19,Coffee,14.53,Coffee Expense
2024-02-19,Education,735.05,Education Expense
2024-02-20,Books,27.66,Books Expense
2024-02-20,Education,180.27,Education Expense
2024-02-21,Pets,78.1,Pets Expense
2024-02-21,Books,30.98,Books Expense
2024-02-21,Entertainment,269.42,Entertainment Expense
2024-02-22,Education,218.76,Education Expense
2024-02-23,Beauty,181.0,Beauty Expense
2024-02-23,Grocery,106.21,Grocery Expense
2024-02-24,Travel,2023.45,Travel Expense
2024-02-25,Books,12.72,Books Expense
2024-02-25,Pets,19.08,Pets Expense
2024-02-26,Fitness,105.22,Fitness Expense
2024-02-26,Entertainment,80.5,Entertainment Expense
2024-02-27,Dining,166.44,Dining Expense
2024-02-27,Fitness,60.27,Fitness Expense
2024-02-27,Fitness,92.34,Fitness Expense
2024-02-27,Coffee,6.03,Coffee Expense
2024-02-27,Entertainment,86.17,Entertainment Expense
2024-02-27,Utilities,168.24,Utilities Expense
2024-03-01,Healthcare,90.85,Healthcare Expense
2024-03-02,Food,125.38,Food Expense
2024-03-02,Housing,1392.72,Housing Expense
2024-03-02,Entertainment,242.62,Entertainment Expense
2024-03-03,Pets,71.42,Pets Expense
2024-03-03,Grocery,55.36,Grocery Expense
2024-03-03,Shopping,126.64,Shopping Expense
2024-03-03,Sports,71.22,Sports Expense
2024-03-04,Fitness,131.19,Fitness Expense
2024-03-04,Clothing,200.81,Clothing Expense
2024-03-05,Food,125.91,Food Expense
2024-03-06,Fitness,133.2,Fitness Expense
2024-03-07,Shopping,320.93,Shopping Expense
2024-03-07,Education,763.56,Education Expense
2024-03-08,Fitness,35.75,Fitness Expense
2024-03-08,Shopping,190.9,Shopping Expense
2024-03-09,Clothing,96.92,Clothing Expense
2024-03-12,Pets,64.32,Pets Expense
2024-03-12,Utilities,281.21,Utilities Expense
2024-03-13,Pets,29.75,Pets Expense
2024-03-13,Coffee,8.34,Coffee Expense
2024-03-14,Sports,95.75,Sports Expense
2024-03-16,Beauty,20.14,Beauty Expense
2024-03-17,Pets,36.01,Pets Expense
2024-03-18,Gifts,27.94,Gifts Expense
2024-03-19,Housing,1121.03,Housing Expense
2024-03-19,Beauty,145.37,Beauty Expense
2024-03-20,Fitness,100.07,Fitness Expense
2024-03-20,Shopping,275.04,Shopping Expense
2024-03-21,Food,80.36,Food Expense
2024-03-24,Coffee,11.74,Coffee Expense
2024-03-24,Healthcare,400.55,Healthcare Expense
2024-03-24,Clothing,151.82,Clothing Expense
2024-03-24,Coffee,14.72,Coffee Expense
2024-03-25,Healthcare,39.79,Healthcare Expense
2024-03-25,Clothing,123.07,Clothing Expense
2024-03-26,Fitness,46.2,Fitness Expense
2024-03-26,Clothing,120.46,Clothing Expense
2024-03-27,Beauty,114.02,Beauty Expense
2024-03-29,Utilities,281.76,Utilities Expense
2024-03-31,Healthcare,251.93,Healthcare Expense
2024-03-31,Education,502.91,Education Expense
2024-04-01,Beauty,116.63,Beauty Expense
2024-04-02,Electronics,1153.32,Electronics Expense
2024-04-02,Entertainment,32.81,Entertainment Expense
2024-04-03,Dining,174.72,Dining Expense
2024-04-04,Housing,1971.52,Housing Expense
2024-04-05,Food,67.48,Food Expense
2024-04-05,Entertainment,100.52,Entertainment Expense
2024-04-06,Education,908.64,Education Expense
2024-04-06,Pets,42.56,Pets Expense
2024-04-06,Travel,2285.27,Travel Expense
2024-04-07,Dining,174.86,Dining Expense
2024-04-08,Shopping,239.61,Shopping Expense
2024-04-09,Utilities,199.68,Utilities Expense
2024-04-09,Gifts,186.31,Gifts Expense
2024-04-09,Fitness,114.55,Fitness Expense
2024-04-10,Healthcare,354.16,Healthcare Expense
2024-04-10,Beauty,94.34,Beauty Expense
2024-04-10,Transportation,62.2,Transportation Expense
2024-04-11,Shopping,66.33,Shopping Expense
2024-04-11,Pets,74.89,Pets Expense
2024-04-11,Coffee,14.98,Coffee Expense
2024-04-11,Shopping,313.28,Shopping Expense
2024-04-12,Electronics,190.75,Electronics Expense
2024-04-12,Transportation,37.37,Transportation Expense
2024-04-13,Utilities,254.54,Utilities Expense
2024-04-14,Books,39.19,Books Expense
2024-04-14,Coffee,10.68,Coffee Expense
2024-04-15,Coffee,14.09,Coffee Expense
2024-04-16,Grocery,41.91,Grocery Expense
2024-04-16,Fitness,39.81,Fitness Expense
2024-04-17,Coffee,14.51,Coffee Expense
2024-04-18,Transportation,62.14,Transportation Expense
2024-04-18,Travel,4404.59,Travel Expense
2024-04-18,Housing,902.77,Housing Expense
2024-04-18,Entertainment,264.9,Entertainment Expense
2024-04-19,Entertainment,84.99,Entertainment Expense
2024-04-20,Books,10.08,Books Expense
2024-04-21,Clothing,41.84,Clothing Expense
2024-04-21,Clothing,47.86,Clothing Expense
2024-04-22,Shopping,76.54,Shopping Expense
2024-04-22,Electronics,1492.45,Electronics Expense
2024-04-23,Coffee,6.77,Coffee Expense
2024-04-23,Housing,2703.31,Housing Expense
2024-04-23,Beauty,103.55,Beauty Expense
2024-04-24,Gifts,78.35,Gifts Expense
2024-04-25,Food,34.95,Food Expense
2024-04-25,Utilities,121.75,Utilities Expense
2024-04-27,Utilities,61.62,Utilities Expense
2024-04-27,Gifts,23.26,Gifts Expense
2024-04-27,Education,791.58,Education Expense
2024-04-28,Fitness,81.29,Fitness Expense
2024-04-28,Grocery,102.93,Grocery Expense
2024-04-29,Shopping,70.85,Shopping Expense
2024-04-29,Pets,77.01,Pets Expense
2024-04-30,Entertainment,98.39,Entertainment Expense
2024-04-30,Clothing,244.56,Clothing Expense
2024-05-02,Education,669.43,Education Expense
2024-05-02,Grocery,41.24,Grocery Expense
2024-05-02,Grocery,196.6,Grocery Expense
2024-05-04,Travel,1981.78,Travel Expense
2024-05-05,Beauty,149.81,Beauty Expense
2024-05-05,Clothing,162.74,Clothing Expense
2024-05-05,Books,37.64,Books Expense
2024-05-06,Beauty,172.79,Beauty Expense
2024-05-06,Utilities,239.78,Utilities Expense
2024-05-07,Entertainment,297.39,Entertainment Expense
